Assembly	Level	WGS	BioSample	Isolate	Taxonomy
GCA_012512555.1	Contig	JAAZDY000000000	SAMN13894629	AS09scLD_245	Halomonadaceae bacterium	
GCA_012512195.1	Contig	JAAZEQ000000000	SAMN13894647	AS09scLD_420	Halopseudomonas formosensis	
GCA_012838165.1	Contig	DUPS00000000	SAMN13893821	AS08sgBPME_343	Herbinix luporum	
GCA_012516935.1	Contig	JAAYVZ000000000	SAMN13894322	AS4AglBPMA_38	Holophagae bacterium	
GCA_012837705.1	Contig	DUQQ00000000	SAMN13893845	AS08sgBPME_416	Hydrogenispora sp.	
GCA_012842935.1	Contig	DUSC00000000	SAMN13894263	AS26fmACSIPLY_5	Hyphomicrobiales bacterium	
GCA_012798595.1	Contig	JAAZMY000000000	SAMN13894872	AS27yjCOA_112	Ignavibacteria bacterium	
GCA_012522895.1	Contig	JAAYJM000000000	SAMN13893979	AS10tlH2TH_288	Ignavibacteria bacterium	
GCA_012719345.1	Contig	JAAYAN000000000	SAMN13893633	AS06rmzACSIP_142	Ignavibacteria bacterium	
GCA_012518115.1	Contig	JAAYTD000000000	SAMN13894230	AS23ysBPME_80	Ignavibacteria bacterium	
GCA_012517155.1	Contig	JAAYVN000000000	SAMN13894310	AS27yjCOA_6	Ignavibacteriales bacterium	
GCA_012838445.1	Contig	DUPF00000000	SAMN13893808	AS08sgBPME_284	Intrasporangiaceae bacterium	
GCA_012518475.1	Contig	JAAYSB000000000	SAMN13894202	AS23ysBPME_273	Intrasporangiaceae bacterium	
GCA_012799335.1	Contig	JAAZLL000000000	SAMN13894824	AS23ysBPME_212	Jeotgalicoccus aerolatus	
GCA_012719995.1	Contig	JAAXZG000000000	SAMN13893535	AS01afH2WH_17	Lacticaseibacillus paracasei subsp. paracasei	
GCA_012512175.1	Contig	JAAZEP000000000	SAMN13894646	AS09scLD_394	Lactobacillales bacterium	
GCA_012798855.1	Contig	JAAZMJ000000000	SAMN13894848	AS23ysBPME_356	Lactobacillus sp.	
GCA_012513345.1	Contig	JAAZCK000000000	SAMN13894527	AS07pgkLD_144	Lactobacillus sp.	
GCA_012517135.1	Contig	JAAYVO000000000	SAMN13894311	AS27yjCOA_61	Lactococcus chungangensis	
GCA_012516825.1	Contig	JAAYWF000000000	SAMN13894328	AS4BglBPHE_32	Lentimicrobium sp.	
GCA_012515425.1	Contig	JAAYYG000000000	SAMN13894419	AS06rmzACSIP_213	Lentisphaerae bacterium	
GCA_012515415.1	Contig	JAAYYK000000000	SAMN13894423	AS06rmzACSIP_223	Lentisphaerae bacterium	
GCA_012519765.1	Contig	JAAYPP000000000	SAMN13894138	AS22ysBPME_238	Lentisphaerae bacterium	
GCA_012520735.1	Contig	JAAYNR000000000	SAMN13894088	AS21ysBPME_225	Lentisphaerae bacterium	
GCA_012513015.1	Contig	JAAZDB000000000	SAMN13894606	AS09scLD_106	Lentisphaerae bacterium	
GCA_012514555.1	Contig	JAAZAB000000000	SAMN13894466	AS06rmzACSIP_375	Lentisphaerae bacterium	
GCA_012514445.1	Contig	JAAZAI000000000	SAMN13894473	AS06rmzACSIP_410	Lentisphaerae bacterium	
GCA_012514365.1	Contig	JAAZAK000000000	SAMN13894475	AS06rmzACSIP_419	Lentisphaerae bacterium	
GCA_012514035.1	Contig	JAAZBB000000000	SAMN13894492	AS06rmzACSIP_509	Lentisphaerae bacterium	
GCA_012514865.1	Contig	JAAYZO000000000	SAMN13894453	AS06rmzACSIP_321	Lentisphaerae bacterium	
GCA_012514915.1	Contig	JAAYZJ000000000	SAMN13894448	AS06rmzACSIP_308	Lentisphaerae bacterium	
GCA_012515735.1	Contig	JAAYXT000000000	SAMN13894406	AS06rmzACSIP_18	Lentisphaerae bacterium	
GCA_012515305.1	Contig	JAAYYQ000000000	SAMN13894429	AS06rmzACSIP_239	Lentisphaerae bacterium	
GCA_012515215.1	Contig	JAAYYT000000000	SAMN13894432	AS06rmzACSIP_250	Lentisphaerae bacterium	
GCA_012511835.1	Contig	JAAZFH000000000	SAMN13894664	AS10tlH2TH_198	Lentisphaerae bacterium	
GCA_012511845.1	Contig	JAAZFF000000000	SAMN13894662	AS10tlH2TH_180	Lentisphaerae bacterium	
GCA_012511765.1	Contig	JAAZFM000000000	SAMN13894669	AS10tlH2TH_22	Lentisphaerae bacterium	
GCA_012511885.1	Contig	JAAZFE000000000	SAMN13894661	AS10tlH2TH_169	Lentisphaerae bacterium	
GCA_012521875.1	Contig	JAAYLN000000000	SAMN13894032	AS15tlH2ME_36	Lentisphaerae bacterium	
GCA_012729265.1	Contig	JAAYDL000000000	SAMN13893709	AS06rmzACSIP_553	Lentisphaerae bacterium	
GCA_012841945.1	Contig	DUTU00000000	SAMN13894547	AS08sgBPME_116	Lentisphaerae bacterium	
GCA_012838435.1	Contig	DUPH00000000	SAMN13893810	AS08sgBPME_287	Lentisphaerae bacterium	
GCA_012799755.1	Contig	JAAZKQ000000000	SAMN13894803	AS22ysBPME_35	Lentisphaerae bacterium	
GCA_012799905.1	Contig	JAAZKI000000000	SAMN13894795	AS22ysBPME_247	Lentisphaerae bacterium	
GCA_012800115.1	Contig	JAAZJY000000000	SAMN13894785	AS22ysBPME_160	Lentisphaerae bacterium	
GCA_012800565.1	Contig	JAAZIZ000000000	SAMN13894760	AS21ysBPME_182	Lentisphaerae bacterium	
GCA_012800625.1	Contig	JAAZIY000000000	SAMN13894759	AS21ysBPME_166	Lentisphaerae bacterium	
GCA_012798535.1	Contig	JAAZMZ000000000	SAMN13894873	AS27yjCOA_114	Leptolinea sp.	
GCA_012515195.1	Contig	JAAYYW000000000	SAMN13894435	AS06rmzACSIP_266	Leptolinea sp.	
GCA_012510755.1	Contig	JAAZHL000000000	SAMN13894720	AS15tlH2ME_24	Leucobacter sp.	
GCA_012719875.1	Contig	JAAXZO000000000	SAMN13893543	AS01afH2WH_44	Leuconostoc sp.	
GCA_012513825.1	Contig	JAAZBL000000000	SAMN13894502	AS06rmzACSIP_596	Limnobacter sp.	
GCA_012735355.1	Contig	JAAYHP000000000	SAMN13893917	AS09scLD_39	Lysinibacillus sp.	
GCA_012838205.1	Contig	DUPR00000000	SAMN13893820	AS08sgBPME_337	Methanobacterium sp.	
GCA_012513095.1	Contig	JAAZCU000000000	SAMN13894537	AS07pgkLD_39	Methanocorpusculum parvum	
GCA_012799355.1	Contig	JAAZLK000000000	SAMN13894823	AS23ysBPME_211	Methanoculleus bourgensis	
GCA_012521595.1	Contig	JAAYLZ000000000	SAMN13894044	AS20ysBPTH_14	Methanoculleus thermophilus	
GCA_012719175.1	Contig	JAAYAX000000000	SAMN13893643	AS06rmzACSIP_208	Methanomassiliicoccus sp.	
GCA_012729535.1	Contig	JAAYCY000000000	SAMN13893696	AS06rmzACSIP_503	Methanomicrobiales archaeon	
GCA_012729995.1	Contig	JAAYBU000000000	SAMN13893666	AS06rmzACSIP_358	Methanomicrobiales archaeon	
GCA_012521035.1	Contig	JAAYND000000000	SAMN13894074	AS21ysBPME_11	Methanomicrobiales archaeon	
GCA_012523385.1	Contig	JAAYIO000000000	SAMN13893955	AS10tlH2TH_125	Methanomicrobiales archaeon	
GCA_012513695.1	Contig	JAAZBS000000000	SAMN13894509	AS06rmzACSIP_62	Methanomicrobiales archaeon	
GCA_012511245.1	Contig	JAAZGM000000000	SAMN13894695	AS10tlH2TH_381	Methanomicrobiales archaeon	
GCA_012516785.1	Contig	JAAYWH000000000	SAMN13894330	AS4DglBPLU_14	Methanomicrobiales archaeon	
GCA_012520015.1	Contig	JAAYPD000000000	SAMN13894126	AS22ysBPME_16	Methanomicrobiales archaeon	
GCA_012510335.1	Contig	JAAZIF000000000	SAMN13894740	AS19jrsBPTG_18	Methanomicrobiales archaeon	
GCA_012510295.1	Contig	JAAZID000000000	SAMN13894738	AS19jrsBPTG_12	Methanomicrobiales archaeon	
GCA_012800035.1	Contig	JAAZKD000000000	SAMN13894790	AS22ysBPME_199	Methanomicrobiales archaeon	
GCA_012800945.1	Contig	JAAZII000000000	SAMN13894743	AS19jrsBPTG_32	Methanomicrobiales archaeon	
GCA_012798365.1	Contig	JAAZNH000000000	SAMN13894881	AS27yjCOA_146	Methanomicrobiales archaeon	
GCA_012797575.1	Contig	JAAZOW000000000	SAMN13894922	AS2HglBPFA_19	Methanomicrobiales archaeon	
GCA_012519275.1	Contig	JAAYQL000000000	SAMN13894160	AS22ysBPME_46	Methanosarcina flavescens	
GCA_012522975.1	Contig	JAAYJL000000000	SAMN13893978	AS10tlH2TH_287	Methanosarcina mazei	
GCA_012522315.1	Contig	JAAYKR000000000	SAMN13894010	AS10tlH2TH_61	Methanosarcina sp.	
GCA_012839505.1	Contig	DUNE00000000	SAMN13893613	AS05jafATM_20	Methanosarcina sp.	
GCA_012719515.1	Contig	JAAYAF000000000	SAMN13893560	AS02xzSISU_89	Methanosarcina thermophila	
GCA_012518265.1	Contig	JAAYST000000000	SAMN13894220	AS23ysBPME_4	Methanosarcinaceae archaeon	
GCA_012728895.1	Contig	JAAYEG000000000	SAMN13893730	AS06rmzACSIP_74	Methanospirillum sp.	
GCA_012719835.1	Contig	JAAXZQ000000000	SAMN13893545	AS01afH2WH_50	Methanothermobacter sp.	
GCA_012840205.1	Contig	DULX00000000	SAMN13893580	AS04akNAM_25	Methanothermobacter sp.	
GCA_012840175.1	Contig	DULW00000000	SAMN13893579	AS04akNAM_23	Methanothermobacter sp.	
GCA_012842025.1	Contig	DUTN00000000	SAMN13894389	AS05jafATM_76	Methanothermobacter sp.	
GCA_012521115.1	Contig	JAAYMZ000000000	SAMN13894070	AS20ysBPTH_75	Methanothermobacter wolfeii	
GCA_012517695.1	Contig	JAAYUN000000000	SAMN13894284	AS27yjCOA_157	Methanothrix soehngenii	
GCA_012516895.1	Contig	JAAYVY000000000	SAMN13894321	AS3CglBPFA_17	Methanothrix sp.	
GCA_012729025.1	Contig	JAAYDX000000000	SAMN13893721	AS06rmzACSIP_595	Methanothrix sp.	
GCA_012798025.1	Contig	JAAZNX000000000	SAMN13894897	AS27yjCOA_204	Methanothrix sp.	
GCA_012798255.1	Contig	JAAZNN000000000	SAMN13894887	AS27yjCOA_18	Methanothrix sp.	
GCA_012719255.1	Contig	JAAYAS000000000	SAMN13893638	AS06rmzACSIP_167	Microbacteriaceae bacterium	
GCA_012511645.1	Contig	JAAZFP000000000	SAMN13894672	AS10tlH2TH_235	Microbacteriaceae bacterium	
GCA_012510525.1	Contig	JAAZHU000000000	SAMN13894729	AS16jrsBPLL_32	Microbacteriaceae bacterium	
GCA_012800235.1	Contig	JAAZJR000000000	SAMN13894778	AS21ysBPME_309	Micrococcus sp.	
GCA_012840975.1	Contig	DUVP00000000	SAMN13894594	AS08sgBPME_421	Mogibacterium sp.	
GCA_012838395.1	Contig	DUPI00000000	SAMN13893811	AS08sgBPME_29	Mollicutes bacterium	
GCA_012841465.1	Contig	DUUS00000000	SAMN13894571	AS08sgBPME_254	Mollicutes bacterium	
GCA_012841205.1	Contig	DUVE00000000	SAMN13894583	AS08sgBPME_338	Mollicutes bacterium	
GCA_012837765.1	Contig	DUQO00000000	SAMN13893843	AS08sgBPME_408	Mollicutes bacterium	
GCA_012799635.1	Contig	JAAZKW000000000	SAMN13894809	AS22ysBPME_94	Mollicutes bacterium	
GCA_012521575.1	Contig	JAAYMD000000000	SAMN13894048	AS20ysBPTH_155	Mollicutes bacterium	
GCA_012510695.1	Contig	JAAZHN000000000	SAMN13894722	AS15tlH2ME_33	Mollicutes bacterium	
GCA_012513875.1	Contig	JAAZBI000000000	SAMN13894499	AS06rmzACSIP_550	Mollicutes bacterium	
GCA_012520055.1	Contig	JAAYPA000000000	SAMN13894123	AS22ysBPME_135	Mollicutes bacterium	
GCA_012520435.1	Contig	JAAYOI000000000	SAMN13894105	AS21ysBPME_343	Mollicutes bacterium	
GCA_012798435.1	Contig	JAAZNF000000000	SAMN13894879	AS27yjCOA_137	Myxococcales bacterium	
GCA_012797735.1	Contig	JAAZOP000000000	SAMN13894915	AS27yjCOA_73	Myxococcales bacterium	
GCA_012744445.1	Contig	JAAYBZ000000000	SAMN13893671	AS06rmzACSIP_366	Myxococcales bacterium	
GCA_012522445.1	Contig	JAAYKL000000000	SAMN13894004	AS10tlH2TH_424	Myxococcales bacterium	
GCA_012517325.1	Contig	JAAYVF000000000	SAMN13894302	AS27yjCOA_30	Myxococcales bacterium	
GCA_012513515.1	Contig	JAAZCA000000000	SAMN13894517	AS06rmzACSIP_83	Myxococcales bacterium	
GCA_012514535.1	Contig	JAAZAA000000000	SAMN13894465	AS06rmzACSIP_372	Myxococcales bacterium	
GCA_012838515.1	Contig	DUPA00000000	SAMN13893803	AS08sgBPME_26	Natronincola sp.	
GCA_012517735.1	Contig	JAAYUK000000000	SAMN13894281	AS27yjCOA_151	Nitrospiraceae bacterium	
GCA_012524015.1	Contig	JAAYSK000000000	SAMN13894211	AS23ysBPME_336	Oligella ureolytica	
GCA_012840965.1	Contig	DUVQ00000000	SAMN13894595	AS08sgBPME_423	Oligoflexales bacterium	
GCA_012799725.1	Contig	JAAZKR000000000	SAMN13894804	AS22ysBPME_37	Oligosphaeraceae bacterium	
GCA_012515455.1	Contig	JAAYYJ000000000	SAMN13894422	AS06rmzACSIP_218	Oligosphaeraceae bacterium	
GCA_012800095.1	Contig	JAAZJZ000000000	SAMN13894786	AS22ysBPME_167	Oscillospiraceae bacterium	
GCA_012520505.1	Contig	JAAYOC000000000	SAMN13894099	AS21ysBPME_312	Oscillospiraceae bacterium	
GCA_012513055.1	Contig	JAAZCY000000000	SAMN13894541	AS07pgkLD_92	Oscillospiraceae bacterium	
GCA_012512965.1	Contig	JAAZDC000000000	SAMN13894607	AS09scLD_107	Oscillospiraceae bacterium	
GCA_012513005.1	Contig	JAAZCZ000000000	SAMN13894542	AS07pgkLD_93	Oscillospiraceae bacterium	
GCA_012520915.1	Contig	JAAYNJ000000000	SAMN13894080	AS21ysBPME_137	Oscillospiraceae bacterium	
GCA_012521915.1	Contig	JAAYLM000000000	SAMN13894031	AS15tlH2ME_27	Oscillospiraceae bacterium	
GCA_012689245.1	Contig	JAAYFM000000000	SAMN13893762	AS07pgkLD_72	Oscillospiraceae bacterium	
GCA_012729855.1	Contig	JAAYCI000000000	SAMN13893680	AS06rmzACSIP_408	Oscillospiraceae bacterium	
GCA_012512465.1	Contig	JAAZED000000000	SAMN13894634	AS09scLD_270	Oxalobacter sp.	
GCA_012799815.1	Contig	JAAZKN000000000	SAMN13894800	AS22ysBPME_31	Papillibacter sp.	
GCA_012838125.1	Contig	DUPW00000000	SAMN13893825	AS08sgBPME_352	Papillibacter sp.	
GCA_012840325.1	Contig	DULP00000000	SAMN13893572	AS04akNAM_125	Paracoccus solventivorans	
GCA_012841685.1	Contig	DUUF00000000	SAMN13894558	AS08sgBPME_181	Paracoccus sp.	
GCA_012841985.1	Contig	DUTR00000000	SAMN13894544	AS08sgBPME_101	Paracoccus sp.	
GCA_012514175.1	Contig	JAAZAU000000000	SAMN13894485	AS06rmzACSIP_46	Parcubacteria group bacterium	
GCA_012510515.1	Contig	JAAZHW000000000	SAMN13894731	AS16jrsBPLL_9	Parcubacteria group bacterium	
GCA_012798635.1	Contig	JAAZMT000000000	SAMN13894858	AS24abBPME_139	Parcubacteria group bacterium	
GCA_012798235.1	Contig	JAAZNP000000000	SAMN13894889	AS27yjCOA_186	Parcubacteria group bacterium	
GCA_012798645.1	Contig	JAAZMU000000000	SAMN13894859	AS24abBPME_29	Patescibacteria group bacterium	
GCA_012797975.1	Contig	JAAZOD000000000	SAMN13894903	AS27yjCOA_25	Pelolinea sp.	
GCA_012799665.1	Contig	JAAZKU000000000	SAMN13894807	AS22ysBPME_70	Peptococcaceae bacterium	
GCA_012839895.1	Contig	DUML00000000	SAMN13893594	AS04akNAM_59	Peptococcaceae bacterium	
GCA_012839155.1	Contig	DUNW00000000	SAMN13893773	AS08sgBPME_114	Peptococcaceae bacterium	
GCA_012517685.1	Contig	JAAYUM000000000	SAMN13894283	AS27yjCOA_154	Peptococcaceae bacterium	
GCA_012517475.1	Contig	JAAYUV000000000	SAMN13894292	AS27yjCOA_185	Peptococcaceae bacterium	
GCA_012520405.1	Contig	JAAYOJ000000000	SAMN13894106	AS21ysBPME_346	Peptococcaceae bacterium	
GCA_012518875.1	Contig	JAAYRI000000000	SAMN13894183	AS23ysBPME_176	Peptococcaceae bacterium	
GCA_012728715.1	Contig	JAAYEO000000000	SAMN13893738	AS07pgkLD_152	Peptococcaceae bacterium	
GCA_012524045.1	Contig	JAAYSI000000000	SAMN13894209	AS23ysBPME_312	Peptococcaceae bacterium	
GCA_012521215.1	Contig	JAAYMU000000000	SAMN13894065	AS20ysBPTH_5	Peptococcaceae bacterium	
GCA_012523535.1	Contig	JAAYII000000000	SAMN13893949	AS09scLD_81	Peptococcaceae bacterium	
GCA_012837775.1	Contig	DUQN00000000	SAMN13893842	AS08sgBPME_405	Petrimonas mucosa	
GCA_012839475.1	Contig	DUNG00000000	SAMN13893615	AS05jafATM_30	Petrimonas sp.	
GCA_012839985.1	Contig	DUMH00000000	SAMN13893590	AS04akNAM_45	Petrimonas sp.	
GCA_012744475.1	Contig	JAAYBV000000000	SAMN13893667	AS06rmzACSIP_359	Phycisphaerae bacterium	
GCA_012719955.1	Contig	JAAXZI000000000	SAMN13893537	AS01afH2WH_3	Phycisphaerae bacterium	
GCA_012729015.1	Contig	JAAYDY000000000	SAMN13893722	AS06rmzACSIP_597	Phycisphaerae bacterium	
GCA_012729815.1	Contig	JAAYCJ000000000	SAMN13893681	AS06rmzACSIP_418	Phycisphaerae bacterium	
GCA_012729675.1	Contig	JAAYCR000000000	SAMN13893689	AS06rmzACSIP_475	Phycisphaerae bacterium	
GCA_012729395.1	Contig	JAAYDF000000000	SAMN13893703	AS06rmzACSIP_537	Phycisphaerae bacterium	
GCA_012517095.1	Contig	JAAYVQ000000000	SAMN13894313	AS27yjCOA_69	Phycisphaerae bacterium	
GCA_012515775.1	Contig	JAAYXS000000000	SAMN13894405	AS06rmzACSIP_178	Phycisphaerae bacterium	
GCA_012514125.1	Contig	JAAZAW000000000	SAMN13894487	AS06rmzACSIP_467	Phycisphaerae bacterium	
GCA_012729595.1	Contig	JAAYCU000000000	SAMN13893692	AS06rmzACSIP_494	Phycisphaerales bacterium	
GCA_012799265.1	Contig	JAAZLP000000000	SAMN13894828	AS23ysBPME_229	Phyllobacteriaceae bacterium	
GCA_012797525.1	Contig	JAAZOY000000000	SAMN13894924	AS3CglBPFA_9	Phyllobacteriaceae bacterium	
GCA_012517025.1	Contig	JAAYVT000000000	SAMN13894316	AS27yjCOA_92	Phyllobacteriaceae bacterium	
GCA_012744395.1	Contig	JAAYCB000000000	SAMN13893673	AS06rmzACSIP_374	Pirellulaceae bacterium	
GCA_012514295.1	Contig	JAAZAO000000000	SAMN13894479	AS06rmzACSIP_431	Pirellulaceae bacterium	
GCA_012514815.1	Contig	JAAYZN000000000	SAMN13894452	AS06rmzACSIP_320	Pirellulaceae bacterium	
GCA_012729315.1	Contig	JAAYDI000000000	SAMN13893706	AS06rmzACSIP_541	Planctomycetaceae bacterium	
GCA_012719125.1	Contig	JAAYAY000000000	SAMN13893644	AS06rmzACSIP_219	Planctomycetaceae bacterium	
GCA_012719085.1	Contig	JAAYBA000000000	SAMN13893646	AS06rmzACSIP_229	Planctomycetes bacterium	
GCA_012729725.1	Contig	JAAYCO000000000	SAMN13893686	AS06rmzACSIP_458	Planctomycetes bacterium	
GCA_012514895.1	Contig	JAAYZK000000000	SAMN13894449	AS06rmzACSIP_316	Planctomycetes bacterium	
GCA_012514395.1	Contig	JAAZAJ000000000	SAMN13894474	AS06rmzACSIP_417	Planctomycetes bacterium	
GCA_012517265.1	Contig	JAAYVJ000000000	SAMN13894306	AS27yjCOA_53	Planctomycetes bacterium	
GCA_012519365.1	Contig	JAAYQH000000000	SAMN13894156	AS22ysBPME_33	Planctomycetes bacterium	
GCA_012797405.1	Contig	JAAZPF000000000	SAMN13894931	AS4BglBPHE_1	Planctomycetes bacterium	
GCA_012523295.1	Contig	JAAYIT000000000	SAMN13893960	AS10tlH2TH_144	Porphyromonadaceae bacterium	
GCA_012797155.1	Contig	JAAZPR000000000	SAMN13894943	AS4IglBPLE_58	Propionibacterium sp.	
GCA_012837465.1	Contig	DURG00000000	SAMN13893861	AS08sgBPME_70	Propionibacterium sp.	
GCA_012839035.1	Contig	DUOB00000000	SAMN13893778	AS08sgBPME_135	Propionibacterium sp.	
GCA_012838755.1	Contig	DUOQ00000000	SAMN13893793	AS08sgBPME_195	Propionibacterium sp.	
GCA_012517965.1	Contig	JAAYTZ000000000	SAMN13894270	AS27yjCOA_109	Propionibacterium sp.	
GCA_012517405.1	Contig	JAAYVB000000000	SAMN13894298	AS27yjCOA_218	Propionibacterium sp.	
GCA_012514785.1	Contig	JAAYZP000000000	SAMN13894454	AS06rmzACSIP_324	Propionibacterium sp.	
GCA_012510405.1	Contig	JAAZHY000000000	SAMN13894733	AS17jrsBPGN_18	Propionibacterium sp.	
GCA_012719335.1	Contig	JAAYAO000000000	SAMN13893634	AS06rmzACSIP_15	Propionibacterium sp.	
GCA_012514085.1	Contig	JAAZAZ000000000	SAMN13894490	AS06rmzACSIP_495	Propioniciclava sp.	
GCA_012728465.1	Contig	JAAYFB000000000	SAMN13893751	AS07pgkLD_31	Proteiniphilum sp.	
GCA_012840585.1	Contig	DUSD00000000	SAMN13894264	AS26fmACSIPLY_51	Pseudoclavibacter sp.	
GCA_012841775.1	Contig	DUUB00000000	SAMN13894554	AS08sgBPME_150	Pseudomonadaceae bacterium	
GCA_012727935.1	Contig	JAAYGA000000000	SAMN13893876	AS09scLD_149	Pseudomonadaceae bacterium	
GCA_012839935.1	Contig	DUMK00000000	SAMN13893593	AS04akNAM_52	Pseudomonas aeruginosa	
GCA_012719905.1	Contig	JAAXZM000000000	SAMN13893541	AS01afH2WH_42	Pseudomonas lactis	
GCA_012720005.1	Contig	JAAXZH000000000	SAMN13893536	AS01afH2WH_27	Pseudomonas lundensis	
GCA_012841125.1	Contig	DUVL00000000	SAMN13894590	AS08sgBPME_395	Pseudomonas sp.	
GCA_012729605.1	Contig	JAAYCV000000000	SAMN13893693	AS06rmzACSIP_5	Ramlibacter sp.	
GCA_012515885.1	Contig	JAAYXN000000000	SAMN13894400	AS06rmzACSIP_161	Rhodococcus sp.	
GCA_012514505.1	Contig	JAAZAD000000000	SAMN13894468	AS06rmzACSIP_394	Rhodococcus sp.	
GCA_012729135.1	Contig	JAAYDP000000000	SAMN13893713	AS06rmzACSIP_565	Rhodococcus sp.	
GCA_012840655.1	Contig	DUSA00000000	SAMN13894261	AS26fmACSIPLY_36	Rhodocyclaceae bacterium	
GCA_012839675.1	Contig	DUMV00000000	SAMN13893604	AS04akNAM_97	Rhodocyclaceae bacterium	
GCA_012728855.1	Contig	JAAYEH000000000	SAMN13893731	AS06rmzACSIP_8	Rhodopirellula sp.	
GCA_012800665.1	Contig	JAAZIW000000000	SAMN13894757	AS21ysBPME_153	Rikenellaceae bacterium	
GCA_012516865.1	Contig	JAAYWC000000000	SAMN13894325	AS4BglBPHE_16	Rikenellaceae bacterium	
GCA_012523055.1	Contig	JAAYJG000000000	SAMN13893973	AS10tlH2TH_247	Ruminiclostridium sp.	
GCA_012718885.1	Contig	JAAYBK000000000	SAMN13893656	AS06rmzACSIP_302	Ruminococcus sp.	
GCA_012797725.1	Contig	JAAZON000000000	SAMN13894913	AS27yjCOA_65	SAR324 cluster bacterium	
GCA_012514415.1	Contig	JAAZAH000000000	SAMN13894472	AS06rmzACSIP_409	Sandaracinaceae bacterium	
GCA_012719855.1	Contig	JAAXZN000000000	SAMN13893542	AS01afH2WH_43	Serratia liquefaciens	
GCA_012798215.1	Contig	JAAZNQ000000000	SAMN13894890	AS27yjCOA_189	Serratia sp.	
GCA_012797505.1	Contig	JAAZOZ000000000	SAMN13894925	AS4AglBPMA_11	Smithella sp.	
GCA_012510495.1	Contig	JAAZHX000000000	SAMN13894732	AS17jrsBPGN_1	Smithella sp.	
GCA_012513865.1	Contig	JAAZBJ000000000	SAMN13894500	AS06rmzACSIP_551	Smithella sp.	
GCA_012522275.1	Contig	JAAYKU000000000	SAMN13894013	AS10tlH2TH_73	Smithella sp.	
GCA_012718975.1	Contig	JAAYBF000000000	SAMN13893651	AS06rmzACSIP_262	Solirubrobacterales bacterium	
GCA_012517435.1	Contig	JAAYUY000000000	SAMN13894295	AS27yjCOA_200	Sphingobacteriales bacterium	
GCA_012523305.1	Contig	JAAYIV000000000	SAMN13893962	AS10tlH2TH_148	Spirochaetales bacterium	
GCA_012728215.1	Contig	JAAYFO000000000	SAMN13893764	AS07pgkLD_77	Spirochaetales bacterium	
GCA_012729255.1	Contig	JAAYDN000000000	SAMN13893711	AS06rmzACSIP_562	Spirochaetales bacterium	
GCA_012729295.1	Contig	JAAYDK000000000	SAMN13893708	AS06rmzACSIP_552	Spirochaetales bacterium	
GCA_012519125.1	Contig	JAAYQY000000000	SAMN13894173	AS23ysBPME_120	Spirochaetales bacterium	
GCA_012519115.1	Contig	JAAYQW000000000	SAMN13894171	AS23ysBPME_118	Spirochaetales bacterium	
GCA_012520155.1	Contig	JAAYOW000000000	SAMN13894119	AS22ysBPME_10	Spirochaetales bacterium	
GCA_012514185.1	Contig	JAAZAT000000000	SAMN13894484	AS06rmzACSIP_457	Spirochaetales bacterium	
GCA_012511235.1	Contig	JAAZGL000000000	SAMN13894694	AS10tlH2TH_379	Spirochaetales bacterium	
GCA_012511145.1	Contig	JAAZGR000000000	SAMN13894700	AS10tlH2TH_62	Spirochaetales bacterium	
GCA_012797605.1	Contig	JAAZOT000000000	SAMN13894919	AS27yjCOA_89	Spirochaetales bacterium	
GCA_012800585.1	Contig	JAAZJA000000000	SAMN13894761	AS21ysBPME_183	Spirochaetales bacterium	
GCA_012800465.1	Contig	JAAZJI000000000	SAMN13894769	AS21ysBPME_22	Spirochaetales bacterium	
GCA_012799895.1	Contig	JAAZKJ000000000	SAMN13894796	AS22ysBPME_249	Spirochaetales bacterium	
GCA_012838895.1	Contig	DUOJ00000000	SAMN13893786	AS08sgBPME_167	Spirochaetales bacterium	
GCA_012838275.1	Contig	DUPO00000000	SAMN13893817	AS08sgBPME_324	Spirochaetales bacterium	
GCA_012798545.1	Contig	JAAZNA000000000	SAMN13894874	AS27yjCOA_117	Spirochaetes bacterium	
GCA_012730035.1	Contig	JAAYBQ000000000	SAMN13893662	AS06rmzACSIP_338	Spirochaetes bacterium	
GCA_012518995.1	Contig	JAAYRA000000000	SAMN13894175	AS23ysBPME_13	Staphylococcus equorum	
GCA_012838845.1	Contig	DUOM00000000	SAMN13893789	AS08sgBPME_176	Streptococcus sp.	
GCA_012839715.1	Contig	DUMR00000000	SAMN13893600	AS04akNAM_83	Synergistaceae bacterium	
GCA_012797195.1	Contig	JAAZPO000000000	SAMN13894940	AS4EglBPAV_17	Synergistaceae bacterium	
GCA_012519165.1	Contig	JAAYQT000000000	SAMN13894168	AS22ysBPME_88	Synergistaceae bacterium	
GCA_012520335.1	Contig	JAAYOO000000000	SAMN13894111	AS21ysBPME_62	Synergistaceae bacterium	
GCA_012517495.1	Contig	JAAYUX000000000	SAMN13894294	AS27yjCOA_196	Synergistaceae bacterium	
GCA_012518015.1	Contig	JAAYTM000000000	SAMN13894239	AS24abBPME_148	Synergistaceae bacterium	
GCA_012517195.1	Contig	JAAYVK000000000	SAMN13894307	AS27yjCOA_54	Synergistaceae bacterium	
GCA_012511075.1	Contig	JAAZGS000000000	SAMN13894701	AS10tlH2TH_7	Synergistaceae bacterium	
GCA_012512125.1	Contig	JAAZES000000000	SAMN13894649	AS09scLD_97	Synergistaceae bacterium	
